record_id,governorate,city,region,year,month,date,latitude,longitude,utm32_easting,utm32_northing,population_density,urban_index,temperature_c,rainfall_mm,humidity_pct,ndvi_score,drought_pressure_score,electricity_pressure_score,tourism_pressure_score,observed_index,data_nature,observed_lag_1,observed_lag_2,observed_lag_3,observed_lag_6,observed_lag_12,rolling_mean_3,rolling_mean_6,target_stage1_tabular_score,target_stage2_lstm_score,lstm_tourism_next_3m
EX23_Gabes_2024_07,Gabes,Gabes,Sud-Est,2024,7,2024-07-15,33.884809,10.10512,602195.43,3749933.43,220,56.0,37.76,9.47,43.04,25.95,89.65,75.02,74.7,73.29,données du projet,73.62,50.88,53.03,51.5,69.52,59.17666666666668,54.905,95.63,71.98,71.98
EX23_Gabes_2024_08,Gabes,Gabes,Sud-Est,2024,8,2024-08-15,33.880573,10.069652,598920.24,3749429.1,220,56.0,34.39,39.33,39.05,18.13,95.0,85.33,84.03,82.46,données du projet,73.29,73.62,50.88,51.61,72.36,65.93000000000002,58.53666666666667,73.35,56.42,56.42
EX23_Gabes_2024_09,Gabes,Gabes,Sud-Est,2024,9,2024-09-15,33.909181,10.125435,604044.47,3752656.35,220,56.0,31.83,36.43,47.69,34.92,81.78,84.18,73.02,76.13,données du projet,82.46,73.29,73.62,48.79,72.92,76.45666666666666,63.678333333333335,62.78,42.61,42.61
EX23_Gabes_2024_10,Gabes,Gabes,Sud-Est,2024,10,2024-10-15,33.867033,10.089019,600727.25,3747946.49,220,56.0,27.56,27.0,55.19,39.28,69.5,76.12,45.47,54.77,données du projet,76.13,82.46,73.29,53.03,64.53,77.29333333333334,68.235,41.52,49.2,49.2
EX23_Gabes_2024_11,Gabes,Gabes,Sud-Est,2024,11,2024-11-15,33.861114,10.076306,599558.19,3747277.84,220,56.0,21.39,46.16,68.73,53.11,43.78,65.38,34.37,39.7,données du projet,54.77,76.13,82.46,50.88,55.24,71.12,68.52499999999999,41.78,46.43,46.43
EX23_Gabes_2024_12,Gabes,Gabes,Sud-Est,2024,12,2024-12-15,33.865965,10.126824,604225.44,3747865.75,220,56.0,18.53,58.37,67.07,55.98,28.45,73.45,45.77,46.63,données du projet,39.7,54.77,76.13,73.62,48.54,56.86666666666668,66.66166666666668,59.83,45.14,45.14
EX23_Gabes_2025_01,Gabes,Gabes,Sud-Est,2025,1,2025-01-15,33.890622,10.140984,605504.95,3750614.27,220,56.0,20.02,55.83,74.38,59.46,44.02,61.38,46.06,44.47,données du projet,46.63,39.7,54.77,73.29,51.5,47.03333333333334,62.163333333333334,43.13,48.12,48.12
EX23_Gabes_2025_02,Gabes,Gabes,Sud-Est,2025,2,2025-02-15,33.902148,10.068363,598776.14,3751820.08,220,56.0,18.77,45.78,66.1,45.72,45.22,59.85,51.56,45.13,données du projet,44.47,46.63,39.7,82.46,51.61,43.6,57.35999999999999,59.33,49.57,49.57
EX23_Gabes_2025_03,Gabes,Gabes,Sud-Est,2025,3,2025-03-15,33.909824,10.078813,599733.4,3752681.38,220,56.0,21.24,24.94,55.54,44.31,70.62,70.35,44.32,45.64,données du projet,45.13,44.47,46.63,76.13,48.79,45.41000000000002,51.13833333333333,55.41,57.21,57.21
EX23_Gabes_2025_04,Gabes,Gabes,Sud-Est,2025,4,2025-04-15,33.864064,10.120228,603617.62,3747648.28,220,56.0,31.06,39.86,51.54,33.16,61.06,69.36,36.2,45.3,données du projet,45.64,45.13,44.47,54.77,53.03,45.08000000000001,46.05666666666667,46.4,66.61,66.61
EX23_Gabes_2025_05,Gabes,Gabes,Sud-Est,2025,5,2025-05-15,33.889358,10.046101,596732.28,3750380.78,220,56.0,32.9,27.99,51.59,24.02,92.55,69.78,49.95,52.24,données du projet,45.3,45.64,45.13,39.7,50.88,45.356666666666676,44.47833333333333,73.12,71.15,71.15
EX23_Gabes_2025_06,Gabes,Gabes,Sud-Est,2025,6,2025-06-15,33.862855,10.075221,599455.88,3747469.82,220,56.0,34.55,14.75,46.24,19.16,95.29,86.81,76.46,69.16,données du projet,52.24,45.3,45.64,46.63,73.62,47.72666666666668,46.568333333333335,67.49,71.56,71.56
EX23_Gabes_2025_07,Gabes,Gabes,Sud-Est,2025,7,2025-07-15,33.862187,10.067041,598699.97,3747387.86,220,56.0,38.29,8.44,39.56,19.65,100.0,78.28,64.44,66.87,données du projet,69.16,52.24,45.3,44.47,73.29,55.56666666666667,50.32333333333333,69.93,67.83,67.83
EX23_Gabes_2025_08,Gabes,Gabes,Sud-Est,2025,8,2025-08-15,33.828005,10.115127,603189.15,3743644.81,220,56.0,37.86,10.69,41.03,30.04,93.52,79.0,81.85,71.88,données du projet,66.87,69.16,52.24,45.13,82.46,62.75666666666668,54.056666666666665,64.74,56.44,56.44
EX23_Gabes_2025_09,Gabes,Gabes,Sud-Est,2025,9,2025-09-15,33.872642,10.06447,598450.13,3748544.71,220,56.0,32.76,12.16,55.45,34.75,90.23,76.3,75.9,72.19,données du projet,71.88,66.87,69.16,45.64,76.13,69.30333333333334,58.51499999999999,48.22,42.18,42.18
EX23_Gafsa_2017_01,Gafsa,Gafsa,Sud-Ouest,2017,1,2017-01-15,34.420026,8.786125,480346.82,3808749.91,90,38.0,16.49,41.96,70.82,49.58,38.86,54.67,27.84,23.4,données du projet,13.47,14.67,18.78,37.74,11.41,15.64000000000001,29.49166666666667,11.04,19.76,19.76
EX23_Gafsa_2017_02,Gafsa,Gafsa,Sud-Ouest,2017,2,2017-02-15,34.455171,8.752548,477270.91,3812654.11,90,38.0,17.82,34.32,69.62,48.57,45.22,51.39,25.57,27.13,données du projet,23.4,13.47,14.67,43.77,16.23,17.18000000000001,27.10166666666667,5.57,23.5,23.5
EX23_Gafsa_2017_03,Gafsa,Gafsa,Sud-Ouest,2017,3,2017-03-15,34.409899,8.80804,482358.54,3807622.97,90,38.0,23.56,42.09,68.8,41.11,47.58,53.95,28.06,26.32,données du projet,27.13,23.4,13.47,48.52,10.72,21.333333333333343,24.328333333333333,3.03,26.13,26.13
EX23_Gafsa_2017_04,Gafsa,Gafsa,Sud-Ouest,2017,4,2017-04-15,34.448847,8.779737,479766.75,3811947.1,90,38.0,27.39,43.06,52.96,35.11,60.65,65.41,18.13,19.23,données du projet,26.32,27.13,23.4,18.78,20.06,25.616666666666674,20.628333333333334,36.21,30.0,30.0
EX23_Gafsa_2017_05,Gafsa,Gafsa,Sud-Ouest,2017,5,2017-05-15,34.440325,8.768301,478714.14,3811004.45,90,38.0,31.27,32.29,50.83,29.16,84.29,61.94,16.87,16.87,données du projet,19.23,26.32,27.13,14.67,27.68,24.226666666666677,20.703333333333333,59.2,43.24,43.24
EX23_Gafsa_2017_06,Gafsa,Gafsa,Sud-Ouest,2017,6,2017-06-15,34.345692,8.722071,474438.29,3800521.65,90,38.0,35.67,17.26,39.6,23.1,100.0,66.1,40.16,34.16,données du projet,16.87,19.23,26.32,13.47,33.53,20.806666666666676,21.07,63.02,44.31,44.31
EX23_Gafsa_2017_07,Gafsa,Gafsa,Sud-Ouest,2017,7,2017-07-15,34.455897,8.781404,479921.64,3812728.52,90,38.0,37.28,2.7,36.37,21.37,100.0,72.56,45.37,46.31,données du projet,34.16,16.87,19.23,23.4,37.74,23.420000000000005,24.518333333333334,36.45,39.56,39.56
EX23_Gafsa_2017_08,Gafsa,Gafsa,Sud-Ouest,2017,8,2017-08-15,34.376828,8.800242,481634.67,3803957.31,90,38.0,35.82,26.28,42.12,28.24,100.0,82.02,48.39,51.85,données du projet,46.31,34.16,16.87,27.13,43.77,32.44666666666668,28.336666666666662,46.96,29.17,29.17
EX23_Gafsa_2017_09,Gafsa,Gafsa,Sud-Ouest,2017,9,2017-09-15,34.420181,8.805744,482149.66,3808763.49,90,38.0,34.41,7.98,52.06,19.03,87.21,62.89,33.04,41.94,données du projet,51.85,46.31,34.16,26.32,48.52,44.106666666666676,32.45666666666667,39.98,24.14,24.14
EX23_Gafsa_2017_10,Gafsa,Gafsa,Sud-Ouest,2017,10,2017-10-15,34.433883,8.818962,483367.04,3810280.62,90,38.0,28.55,23.89,54.43,43.18,56.59,59.07,16.18,22.51,données du projet,41.94,51.85,46.31,19.23,18.78,46.70000000000001,35.06,19.62,26.35,26.35
EX23_Gafsa_2017_11,Gafsa,Gafsa,Sud-Ouest,2017,11,2017-11-15,34.419586,8.761923,478122.79,3808706.07,90,38.0,22.54,37.51,70.1,42.7,34.97,51.56,22.29,25.76,données du projet,22.51,41.94,51.85,16.87,14.67,38.76666666666667,35.60666666666666,27.85,18.04,18.04
EX23_Gafsa_2017_12,Gafsa,Gafsa,Sud-Ouest,2017,12,2017-12-15,34.393067,8.756673,477633.26,3805766.74,90,38.0,17.58,46.8,72.34,49.55,36.61,43.25,15.3,17.89,données du projet,25.76,22.51,41.94,34.16,13.47,30.070000000000004,37.08833333333334,9.4,11.14,11.14
EX23_Gafsa_2018_01,Gafsa,Gafsa,Sud-Ouest,2018,1,2018-01-15,34.453714,8.790668,480772.03,3812484.59,90,38.0,17.47,38.58,65.36,48.15,35.39,47.73,21.71,23.42,données du projet,17.89,25.76,22.51,46.31,23.4,22.05333333333334,34.376666666666665,0.0,15.17,15.17
EX23_Gafsa_2018_02,Gafsa,Gafsa,Sud-Ouest,2018,2,2018-02-15,34.460712,8.797655,481415.34,3813259.25,90,38.0,18.63,43.29,71.22,46.45,36.07,57.41,6.97,8.84,données du projet,23.42,17.89,25.76,51.85,27.13,22.356666666666673,30.561666666666667,20.13,11.01,11.01
EX23_Gafsa_2018_03,Gafsa,Gafsa,Sud-Ouest,2018,3,2018-03-15,34.385671,8.7603,477964.71,3804945.8,90,38.0,23.8,43.11,61.97,30.21,60.53,55.94,10.13,9.2,données du projet,8.84,23.42,17.89,41.94,26.32,16.716666666666672,23.39333333333333,14.19,26.35,26.35
EX23_Gafsa_2018_04,Gafsa,Gafsa,Sud-Ouest,2018,4,2018-04-15,34.409116,8.768066,478684.56,3807543.87,90,38.0,25.76,35.31,54.89,37.06,76.02,58.65,15.9,16.69,données du projet,9.2,8.84,23.42,22.51,19.23,13.820000000000007,17.936666666666667,23.24,26.54,26.54
EX23_Gafsa_2018_05,Gafsa,Gafsa,Sud-Ouest,2018,5,2018-05-15,34.41126,8.776244,479436.7,3807779.89,90,38.0,27.84,57.11,47.14,30.06,78.14,60.68,11.67,14.43,données du projet,16.69,9.2,8.84,25.76,16.87,11.576666666666673,16.96666666666667,43.74,39.15,39.15
EX23_Gafsa_2018_06,Gafsa,Gafsa,Sud-Ouest,2018,6,2018-06-15,34.410939,8.772674,479108.57,3807745.03,90,38.0,34.26,7.56,50.44,13.78,96.19,69.85,58.68,42.77,données du projet,14.43,16.69,9.2,17.89,34.16,13.440000000000007,15.078333333333333,59.12,33.11,33.11
EX23_Gafsa_2018_07,Gafsa,Gafsa,Sud-Ouest,2018,7,2018-07-15,34.475361,8.742008,476308.52,3814895.34,90,38.0,37.84,10.21,37.78,22.08,100.0,68.46,32.43,36.5,données du projet,42.77,14.43,16.69,23.42,46.31,24.63000000000001,19.225,24.81,30.89,30.89
EX23_Gafsa_2018_08,Gafsa,Gafsa,Sud-Ouest,2018,8,2018-08-15,34.476225,8.793811,481065.83,3814980.15,90,38.0,34.13,22.85,42.55,14.77,86.49,64.62,32.18,31.93,données du projet,36.5,42.77,14.43,8.84,51.85,31.233333333333338,21.405,50.06,29.94,29.94
EX23_Gafsa_2018_09,Gafsa,Gafsa,Sud-Ouest,2018,9,2018-09-15,34.424474,8.808308,482386.16,3809239.1,90,38.0,31.84,18.2,48.24,34.08,84.25,62.34,44.19,42.9,données du projet,31.93,36.5,42.77,9.2,41.94,37.06666666666667,25.253333333333334,37.8,17.3,17.3
EX23_Gafsa_2018_10,Gafsa,Gafsa,Sud-Ouest,2018,10,2018-10-15,34.456674,8.800636,481688.27,3812811.02,90,38.0,22.36,26.46,65.54,30.18,67.25,66.73,16.4,24.24,données du projet,42.9,31.93,36.5,16.69,22.51,37.11000000000001,30.870000000000005,11.66,21.15,21.15
EX23_Gafsa_2018_11,Gafsa,Gafsa,Sud-Ouest,2018,11,2018-11-15,34.420431,8.783029,480062.43,3808795.43,90,38.0,20.39,31.52,67.81,44.08,37.96,45.24,17.41,21.79,données du projet,24.24,42.9,31.93,14.43,25.76,33.02333333333334,32.12833333333334,10.55,19.67,19.67
EX23_Gafsa_2018_12,Gafsa,Gafsa,Sud-Ouest,2018,12,2018-12-15,34.40534,8.770956,478949.3,3807124.54,90,38.0,15.47,66.29,71.65,50.1,44.34,48.75,18.64,18.72,données du projet,21.79,24.24,42.9,42.77,17.89,29.643333333333334,33.355,14.99,17.63,17.63
EX23_Gafsa_2019_01,Gafsa,Gafsa,Sud-Ouest,2019,1,2019-01-15,34.444744,8.827511,484154.55,3811483.55,90,38.0,17.91,40.64,69.76,49.92,43.03,53.7,17.68,16.89,données du projet,18.72,21.79,24.24,36.5,23.42,21.58333333333334,29.346666666666664,14.14,10.33,10.33
EX23_Gafsa_2019_02,Gafsa,Gafsa,Sud-Ouest,2019,2,2019-02-15,34.426218,8.81235,482757.93,3809431.79,90,38.0,18.22,32.27,77.41,47.39,49.37,51.26,3.28,10.5,données du projet,16.89,18.72,21.79,31.93,8.84,19.13333333333334,26.078333333333333,12.67,9.02,9.02
EX23_Gafsa_2019_03,Gafsa,Gafsa,Sud-Ouest,2019,3,2019-03-15,34.386435,8.725167,474735.21,3805038.73,90,38.0,21.3,29.98,56.76,39.88,66.74,54.17,9.69,9.27,données du projet,10.5,16.89,18.72,42.9,9.2,15.370000000000005,22.506666666666664,5.1,24.73,24.73
EX23_Gafsa_2019_04,Gafsa,Gafsa,Sud-Ouest,2019,4,2019-04-15,34.420076,8.747626,476809.11,3808763.61,90,38.0,25.67,29.92,56.86,41.57,75.85,59.64,15.68,10.52,données du projet,9.27,10.5,16.89,24.24,16.69,12.220000000000008,16.901666666666667,14.62,28.35,28.35
EX23_Gafsa_2019_05,Gafsa,Gafsa,Sud-Ouest,2019,5,2019-05-15,34.433164,8.809619,482508.47,3810202.42,90,38.0,28.9,15.89,52.41,35.05,72.97,65.65,19.46,17.05,données du projet,10.52,9.27,10.5,21.79,14.43,10.096666666666673,14.615,36.78,35.89,35.89
EX23_Gafsa_2019_06,Gafsa,Gafsa,Sud-Ouest,2019,6,2019-06-15,34.374368,8.782125,479968.37,3803687.91,90,38.0,33.83,34.27,41.6,27.13,100.0,65.72,36.39,29.81,données du projet,17.05,10.52,9.27,18.72,42.77,12.280000000000006,13.824999999999998,21.45,35.23,35.23
EX23_Gafsa_2019_07,Gafsa,Gafsa,Sud-Ouest,2019,7,2019-07-15,34.407327,8.824057,483830.01,3807335.15,90,38.0,38.75,10.18,45.03,16.97,100.0,71.7,32.87,30.52,données du projet,29.81,17.05,10.52,16.89,36.5,19.126666666666676,15.673333333333332,41.74,30.22,30.22
EX23_Gafsa_2019_08,Gafsa,Gafsa,Sud-Ouest,2019,8,2019-08-15,34.435919,8.802376,481843.59,3810509.18,90,38.0,34.96,14.71,40.13,23.47,95.84,72.29,45.51,39.07,données du projet,30.52,29.81,17.05,10.5,31.93,25.79333333333334,17.944999999999997,49.37,25.27,25.27
EX23_Gafsa_2019_09,Gafsa,Gafsa,Sud-Ouest,2019,9,2019-09-15,34.387615,8.790668,480756.9,3805155.22,90,38.0,31.88,20.17,49.96,26.07,72.74,63.09,30.41,31.05,données du projet,39.07,30.52,29.81,9.27,42.9,33.13333333333334,22.706666666666667,36.38,22.25,22.25
EX23_Gafsa_2019_10,Gafsa,Gafsa,Sud-Ouest,2019,10,2019-10-15,34.389779,8.787086,480428.06,3805395.82,90,38.0,25.22,28.78,57.07,40.2,68.53,60.64,25.25,26.89,données du projet,31.05,39.07,30.52,10.52,24.24,33.546666666666674,26.33666666666667,10.8,21.43,21.43
EX23_Gafsa_2019_11,Gafsa,Gafsa,Sud-Ouest,2019,11,2019-11-15,34.409559,8.723816,474618.0,3807603.1,90,38.0,21.1,32.05,69.48,40.77,57.11,64.99,11.35,15.81,données du projet,26.89,31.05,39.07,17.05,21.79,32.33666666666667,29.064999999999998,26.42,24.92,24.92
EX23_Gafsa_2019_12,Gafsa,Gafsa,Sud-Ouest,2019,12,2019-12-15,34.471313,8.762931,478228.79,3814441.72,90,38.0,17.66,37.14,65.83,56.34,39.45,52.08,23.27,20.38,données du projet,15.81,26.89,31.05,29.81,18.72,24.583333333333343,28.858333333333334,26.58,20.36,20.36
EX23_Gafsa_2020_01,Gafsa,Gafsa,Sud-Ouest,2020,1,2020-01-15,34.448635,8.762305,478165.41,3811927.18,90,38.0,13.78,39.49,63.66,55.97,38.56,62.45,32.64,26.96,données du projet,20.38,15.81,26.89,30.52,16.89,21.026666666666674,27.286666666666665,25.71,12.64,12.64
EX23_Gafsa_2020_02,Gafsa,Gafsa,Sud-Ouest,2020,2,2020-02-15,34.417173,8.819887,483448.7,3808427.53,90,38.0,16.55,62.89,68.96,43.32,41.43,49.85,12.94,19.13,données du projet,26.96,20.38,15.81,39.07,10.5,21.050000000000008,26.69333333333333,21.56,10.2,10.2
EX23_Gafsa_2020_03,Gafsa,Gafsa,Sud-Ouest,2020,3,2020-03-15,34.416269,8.808008,482356.9,3808329.37,90,38.0,22.5,36.71,63.1,36.93,60.91,44.95,7.43,14.33,données du projet,19.13,26.96,20.38,31.05,9.27,22.156666666666677,23.37,18.1,19.64,19.64
EX23_Gafsa_2020_04,Gafsa,Gafsa,Sud-Ouest,2020,4,2020-04-15,34.384273,8.805902,482156.55,3804781.78,90,38.0,24.88,21.2,51.35,33.02,72.5,61.78,11.85,12.03,données du projet,14.33,19.13,26.96,26.89,10.52,20.140000000000008,20.583333333333332,14.31,29.17,29.17
EX23_Gafsa_2020_05,Gafsa,Gafsa,Sud-Ouest,2020,5,2020-05-15,34.451834,8.775998,479424.01,3812279.06,90,38.0,31.77,10.82,51.28,27.08,85.26,52.58,6.43,10.68,données du projet,12.03,14.33,19.13,15.81,17.05,15.163333333333341,18.106666666666666,49.26,40.79,40.79
EX23_Gafsa_2020_06,Gafsa,Gafsa,Sud-Ouest,2020,6,2020-06-15,34.390423,8.797745,481408.02,3805465.2,90,38.0,34.17,27.04,39.21,27.83,100.0,71.53,44.98,39.9,données du projet,10.68,12.03,14.33,20.38,29.81,12.346666666666673,17.25166666666667,64.27,38.91,38.91
EX23_Gafsa_2020_07,Gafsa,Gafsa,Sud-Ouest,2020,7,2020-07-15,34.462226,8.800053,481635.97,3813426.71,90,38.0,36.56,25.96,38.93,14.95,90.58,66.17,43.36,43.85,données du projet,39.9,10.68,12.03,26.96,30.52,20.870000000000008,20.505,34.74,33.7,33.7
EX23_Gafsa_2020_08,Gafsa,Gafsa,Sud-Ouest,2020,8,2020-08-15,34.439101,8.721498,474414.03,3810879.48,90,38.0,33.77,3.0,40.24,18.39,100.0,76.81,34.51,38.47,données du projet,43.85,39.9,10.68,19.13,39.07,31.476666666666674,23.319999999999997,33.43,25.03,25.03
EX23_Gafsa_2020_09,Gafsa,Gafsa,Sud-Ouest,2020,9,2020-09-15,34.423489,8.760876,478027.56,3809139.19,90,38.0,29.8,16.91,46.96,25.02,94.48,65.78,41.48,39.07,données du projet,38.47,43.85,39.9,14.33,31.05,40.74000000000001,26.543333333333333,16.72,12.0,12.0
EX23_Gafsa_2020_10,Gafsa,Gafsa,Sud-Ouest,2020,10,2020-10-15,34.464956,8.741347,476244.83,3813741.7,90,38.0,26.2,23.65,63.3,34.11,63.8,67.6,16.92,24.75,données du projet,39.07,38.47,43.85,12.03,26.89,40.46333333333334,30.666666666666668,0.0,13.12,13.12
EX23_Gafsa_2020_11,Gafsa,Gafsa,Sud-Ouest,2020,11,2020-11-15,34.408165,8.833782,484723.93,3807426.51,90,38.0,18.06,40.58,65.12,41.3,55.55,53.04,1.02,3.77,données du projet,24.75,39.07,38.47,10.68,15.81,34.09666666666667,32.78666666666666,0.0,12.53,12.53
EX23_Gafsa_2020_12,Gafsa,Gafsa,Sud-Ouest,2020,12,2020-12-15,34.410314,8.791641,480851.45,3807671.99,90,38.0,19.93,44.93,64.53,48.79,42.03,52.33,8.57,6.07,données du projet,3.77,24.75,39.07,39.9,20.38,22.530000000000005,31.635,25.42,16.83,16.83
EX23_Gafsa_2021_01,Gafsa,Gafsa,Sud-Ouest,2021,1,2021-01-15,34.380511,8.795688,481216.73,3804366.46,90,38.0,14.96,56.71,76.95,42.67,34.55,54.79,15.84,13.94,données du projet,6.07,3.77,24.75,43.85,26.96,11.530000000000006,25.996666666666666,22.83,14.63,14.63
EX23_Gafsa_2021_02,Gafsa,Gafsa,Sud-Ouest,2021,2,2021-02-15,34.456814,8.805557,482140.26,3812825.66,90,38.0,16.71,51.58,71.97,55.37,45.2,48.81,21.99,21.77,données du projet,13.94,6.07,3.77,38.47,19.13,7.926666666666674,21.011666666666667,17.27,11.85,11.85
EX23_Gafsa_2021_03,Gafsa,Gafsa,Sud-Ouest,2021,3,2021-03-15,34.392387,8.798463,481474.51,3805682.88,90,38.0,24.6,84.36,66.33,42.92,49.66,47.77,16.11,15.47,données du projet,21.77,13.94,6.07,39.07,14.33,13.926666666666671,18.22833333333333,11.99,20.94,20.94
EX23_Gafsa_2021_04,Gafsa,Gafsa,Sud-Ouest,2021,4,2021-04-15,34.354188,8.755486,477513.8,3801455.82,90,38.0,26.72,22.86,50.57,37.66,70.61,71.39,3.74,6.38,données du projet,15.47,21.77,13.94,24.75,12.03,17.060000000000006,14.295,12.49,34.27,34.27
EX23_Gafsa_2021_05,Gafsa,Gafsa,Sud-Ouest,2021,5,2021-05-15,34.420694,8.770356,478897.99,3808827.2,90,38.0,31.74,14.86,54.7,35.18,80.3,58.38,16.1,10.9,données du projet,6.38,15.47,21.77,3.77,10.68,14.540000000000006,11.233333333333333,35.07,43.26,43.26
EX23_Gafsa_2021_06,Gafsa,Gafsa,Sud-Ouest,2021,6,2021-06-15,34.395476,8.832977,484647.59,3806019.67,90,38.0,35.98,7.82,36.98,24.52,85.32,74.02,57.69,40.32,données du projet,10.9,6.38,15.47,6.07,39.9,10.916666666666671,12.421666666666667,21.56,36.35,36.35
EX23_Gafsa_2021_07,Gafsa,Gafsa,Sud-Ouest,2021,7,2021-07-15,34.458183,8.755605,477552.56,3812987.34,90,38.0,36.65,4.36,37.39,27.95,100.0,79.54,30.75,37.52,données du projet,40.32,10.9,6.38,13.94,43.85,19.200000000000006,18.13,23.12,35.44,35.44
EX23_Gafsa_2021_08,Gafsa,Gafsa,Sud-Ouest,2021,8,2021-08-15,34.416887,8.772018,479049.78,3808404.7,90,38.0,35.66,3.57,44.43,26.07,100.0,68.36,41.48,41.01,données du projet,37.52,40.32,10.9,21.77,38.47,29.58000000000001,22.060000000000002,50.15,20.33,20.33
EX23_Gafsa_2021_09,Gafsa,Gafsa,Sud-Ouest,2021,9,2021-09-15,34.430958,8.745696,476634.78,3809970.74,90,38.0,30.59,15.82,46.23,24.93,88.26,71.25,34.41,35.56,données du projet,41.01,37.52,40.32,15.47,39.07,39.616666666666674,25.266666666666666,35.08,16.54,16.54
EX23_Gafsa_2021_10,Gafsa,Gafsa,Sud-Ouest,2021,10,2021-10-15,34.488054,8.842722,485559.31,3816283.77,90,38.0,26.61,53.64,56.96,44.63,65.74,60.59,16.22,20.52,données du projet,35.56,41.01,37.52,6.38,24.75,38.03000000000001,28.615,21.59,5.9,5.9
EX23_Gafsa_2021_11,Gafsa,Gafsa,Sud-Ouest,2021,11,2021-11-15,34.409246,8.765468,478445.92,3807558.75,90,38.0,21.4,45.73,70.59,33.07,51.27,52.05,4.48,10.07,données du projet,20.52,35.56,41.01,10.9,3.77,32.36333333333334,30.971666666666668,16.49,15.47,15.47
EX23_Gafsa_2021_12,Gafsa,Gafsa,Sud-Ouest,2021,12,2021-12-15,34.506084,8.772567,479122.45,3818295.39,90,38.0,16.79,36.11,71.06,48.53,42.1,59.48,12.93,11.1,données du projet,10.07,20.52,35.56,40.32,6.07,22.050000000000008,30.833333333333332,17.15,10.16,10.16
EX23_Gafsa_2022_01,Gafsa,Gafsa,Sud-Ouest,2022,1,2022-01-15,34.439672,8.768029,478689.0,3810932.11,90,38.0,16.55,50.9,64.83,50.46,36.57,46.13,11.97,12.19,données du projet,11.1,10.07,20.52,37.52,13.94,13.896666666666674,25.963333333333335,27.94,14.91,14.91
EX23_Gafsa_2022_02,Gafsa,Gafsa,Sud-Ouest,2022,2,2022-02-15,34.386302,8.785721,480301.84,3805010.49,90,38.0,17.19,19.73,68.81,43.57,46.67,58.61,15.39,16.25,données du projet,12.19,11.1,10.07,41.01,21.77,11.120000000000006,21.741666666666664,9.34,14.52,14.52
EX23_Gafsa_2022_03,Gafsa,Gafsa,Sud-Ouest,2022,3,2022-03-15,34.428383,8.775878,479407.23,3809678.63,90,38.0,23.7,56.25,62.76,37.42,44.98,54.76,5.42,9.33,données du projet,16.25,12.19,11.1,35.56,15.47,13.180000000000007,17.615,7.84,25.94,25.94
EX23_Gafsa_2022_04,Gafsa,Gafsa,Sud-Ouest,2022,4,2022-04-15,34.431323,8.797279,481374.29,3810000.55,90,38.0,27.25,27.98,48.02,32.77,75.34,55.86,17.32,16.35,données du projet,9.33,16.25,12.19,20.52,6.38,12.590000000000005,13.243333333333332,22.46,32.63,32.63
EX23_Gafsa_2022_05,Gafsa,Gafsa,Sud-Ouest,2022,5,2022-05-15,34.472755,8.826093,484029.54,3814589.82,90,38.0,32.42,19.59,47.38,24.74,82.61,62.71,21.01,21.08,données du projet,16.35,9.33,16.25,10.07,10.9,13.976666666666674,12.548333333333334,23.85,28.05,28.05
EX23_Gafsa_2022_06,Gafsa,Gafsa,Sud-Ouest,2022,6,2022-06-15,34.445858,8.717691,474066.29,3811629.78,90,38.0,34.38,15.83,48.15,24.15,90.48,71.26,34.73,31.87,données du projet,21.08,16.35,9.33,11.1,40.32,15.586666666666673,14.383333333333333,38.27,30.41,30.41
EX23_Gafsa_2022_07,Gafsa,Gafsa,Sud-Ouest,2022,7,2022-07-15,34.386933,8.791523,480835.35,3805079.37,90,38.0,37.1,32.29,43.83,11.56,100.0,77.34,41.04,36.91,données du projet,31.87,21.08,16.35,12.19,37.52,23.10000000000001,17.845000000000002,26.37,27.54,27.54
EX23_Gafsa_2022_08,Gafsa,Gafsa,Sud-Ouest,2022,8,2022-08-15,34.444844,8.767865,478675.19,3811505.57,90,38.0,36.59,17.2,41.74,15.07,96.84,70.96,23.78,26.99,données du projet,36.91,31.87,21.08,16.25,41.01,29.953333333333337,21.965000000000003,32.22,23.0,23.0
EX23_Gafsa_2022_09,Gafsa,Gafsa,Sud-Ouest,2022,9,2022-09-15,34.410244,8.745311,476593.69,3807673.93,90,38.0,27.65,27.22,48.99,24.24,83.1,55.69,37.97,36.14,données du projet,26.99,36.91,31.87,9.33,35.56,31.923333333333343,23.755,9.59,13.09,13.09
EX23_Gafsa_2022_10,Gafsa,Gafsa,Sud-Ouest,2022,10,2022-10-15,34.373523,8.76713,478589.49,3803597.33,90,38.0,24.38,37.72,63.55,45.3,58.33,60.33,14.96,21.46,données du projet,36.14,26.99,36.91,16.35,20.52,33.34666666666667,28.22333333333333,6.76,3.65,3.65
EX23_Gafsa_2022_11,Gafsa,Gafsa,Sud-Ouest,2022,11,2022-11-15,34.435498,8.74172,476270.75,3810475.04,90,38.0,20.36,28.93,66.19,42.63,49.58,46.74,5.22,7.81,données du projet,21.46,36.14,26.99,21.08,10.07,28.196666666666676,29.075,1.35,8.51,8.51
EX23_Gafsa_2022_12,Gafsa,Gafsa,Sud-Ouest,2022,12,2022-12-15,34.444281,8.807043,482274.14,3811435.66,90,38.0,19.48,44.29,72.44,53.86,48.19,52.12,4.68,4.05,données du projet,7.81,21.46,36.14,31.87,11.1,21.80333333333334,26.863333333333333,1.55,17.43,17.43
